User_ID,Mthly_HH_Income,Mthly_HH_Expense,Emi_or_Rent_Amt,No_of_Earning_Members,Savings_Amount,Debt_to_Income_Ratio,Investment_Horizon,Risk_Tolerance,Preferred_Investment_Type,Investment_Experience,Market_Volatility_Tolerance,Short_Term_Goal,Mid_Term_Goal,Long_Term_Goal,Goal_Based_Investing
8201,5443.2,4310.66,1282.67,1,-150.13,0.57,Medium,High,Mutual Fund,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
8202,9333.29,10069.84,963.09,5,-1699.64,0.68,Medium,Moderate,Debt,Beginner,Medium,Short-Term Savings,Home Renovation,Retirement,Yes
8203,18865.09,17066.79,2171.4,4,-373.11,0.26,Medium,High,Equity,Expert,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
8204,8790.54,10053.11,255.87,5,-1518.45,0.41,Long,Low,Mutual Fund,Beginner,Medium,Emergency Fund,Education Fund,Retirement,No
8205,13953.33,14408.08,25.53,5,-480.27,0.5,Medium,High,Equity,Beginner,Medium,Emergency Fund,Education Fund,Retirement,No
8206,6591.57,3485.63,3493.17,4,-387.23,0.47,Long,High,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8207,4286.6,3036.57,546.83,5,703.2,0.04,Medium,Moderate,Mutual Fund,Intermediate,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8208,3053.66,2661.93,818.56,4,-426.84,0.39,Long,High,Mutual Fund,Expert,Low,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8209,7497.44,7264.69,460.15,3,-227.39,0.65,Long,Moderate,Equity,Beginner,High,Vacation,Car Purchase,Wealth Accumulation,Yes
8210,4837.9,4149.56,17.86,3,670.48,0.64,Short,Moderate,Bonds,Beginner,Low,Short-Term Savings,Education Fund,Retirement,Yes
8211,5132.19,5188.56,150.2,5,-206.57,0.41,Medium,Moderate,Debt,Intermediate,High,Emergency Fund,Education Fund,Wealth Accumulation,No
8212,15693.67,10730.17,7986.23,3,-3022.73,0.76,Short,Low,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,Yes
8213,2285.09,1415.71,424.18,5,445.19,0.66,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Education Fund,Retirement,No
8214,12040.58,6442.26,871.29,3,4727.03,0.59,Long,High,Equity,Expert,Medium,Vacation,Home Renovation,Long-Term Security,Yes
8215,8830.3,7705.8,343.28,5,781.22,0.41,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Home Renovation,Wealth Accumulation,Yes
8216,11117.9,10535.21,870.91,2,-288.21,0.47,Short,High,Debt,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8217,12130.94,8637.2,222.86,1,3270.89,0.18,Medium,High,Debt,Beginner,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8218,7640.62,6867.61,1177.0,3,-404.0,0.43,Short,High,Money Market,Intermediate,Medium,Short-Term Savings,Car Purchase,Retirement,Yes
8219,7311.96,3903.87,1041.02,4,2367.07,0.42,Medium,Low,Debt,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
8220,15201.23,8581.71,5016.42,1,1603.1,0.16,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Education Fund,Retirement,Yes
8221,17682.99,16907.42,607.0,5,168.57,0.76,Short,Low,Debt,Beginner,Low,Vacation,Home Renovation,Retirement,No
8222,5466.47,4041.06,1082.68,1,342.73,0.2,Medium,Low,Debt,Expert,High,Emergency Fund,Home Renovation,Retirement,Yes
8223,3757.14,3518.06,592.24,4,-353.16,0.08,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Education Fund,Retirement,Yes
8224,18160.32,18897.97,179.45,4,-917.1,0.37,Long,Moderate,Real Estate,Beginner,Medium,Vacation,Education Fund,Wealth Accumulation,Yes
8225,8298.12,8747.91,482.42,5,-932.21,0.55,Short,Moderate,Bonds,Beginner,Medium,Emergency Fund,Car Purchase,Long-Term Security,No
8226,11923.71,7296.23,2121.37,3,2506.12,0.16,Short,High,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
8227,8471.78,6913.7,781.76,3,776.33,0.15,Long,High,Real Estate,Beginner,High,Vacation,Education Fund,Long-Term Security,No
8228,4264.44,4166.58,574.76,2,-476.9,0.21,Medium,Moderate,Equity,Intermediate,Medium,Emergency Fund,Car Purchase,Long-Term Security,No
8229,12607.97,12646.9,1461.15,4,-1500.08,0.24,Short,Low,Money Market,Intermediate,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,No
8230,11452.54,11567.51,1372.11,2,-1487.08,0.2,Medium,Moderate,Mutual Fund,Intermediate,Low,Emergency Fund,Car Purchase,Long-Term Security,No
8231,5653.88,3665.46,495.59,4,1492.83,0.38,Short,Moderate,Money Market,Beginner,Low,Vacation,Home Renovation,Retirement,No
8232,10133.64,6335.02,1664.36,2,2134.26,0.01,Long,Moderate,Equity,Beginner,Medium,Vacation,Car Purchase,Wealth Accumulation,Yes
8233,16345.06,14440.99,1084.68,3,819.38,0.07,Long,Moderate,Equity,Beginner,Low,Short-Term Savings,Home Renovation,Wealth Accumulation,No
8234,12627.67,12396.66,1489.92,4,-1258.91,0.58,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Car Purchase,Retirement,Yes
8235,3744.51,2649.02,850.39,3,245.1,0.33,Short,High,Bonds,Beginner,Medium,Vacation,Home Renovation,Retirement,Yes
8236,11864.39,6739.66,2476.41,1,2648.31,0.29,Medium,Low,Mutual Fund,Intermediate,High,Emergency Fund,Education Fund,Retirement,Yes
8237,14649.29,14149.53,2695.73,3,-2195.97,0.01,Short,Low,Bonds,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8238,16268.66,11303.52,772.36,4,4192.78,0.24,Long,High,Equity,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8239,13324.12,8102.87,7688.1,1,-2466.86,0.66,Medium,Moderate,Debt,Intermediate,Medium,Emergency Fund,Education Fund,Long-Term Security,No
8240,4747.85,2829.81,334.2,2,1583.83,0.27,Long,Moderate,Equity,Beginner,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
8241,14783.12,10417.53,5660.59,5,-1295.0,0.77,Long,Moderate,Equity,Expert,Medium,Vacation,Home Renovation,Long-Term Security,No
8242,14192.15,12563.47,1644.93,4,-16.24,0.31,Short,Low,Bonds,Expert,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
8243,2439.68,1788.19,985.9,5,-334.41,0.37,Short,Low,Bonds,Beginner,Medium,Vacation,Education Fund,Long-Term Security,No
8244,9411.46,4832.13,479.26,5,4100.07,0.64,Medium,Low,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Retirement,Yes
8245,7993.1,4500.04,1907.96,1,1585.1,0.79,Short,Low,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8246,14049.42,9677.62,2409.05,2,1962.75,0.3,Medium,Moderate,Equity,Expert,High,Emergency Fund,Car Purchase,Long-Term Security,No
8247,5890.44,5471.09,1586.51,3,-1167.16,0.1,Medium,Moderate,Mutual Fund,Expert,Medium,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8248,12635.69,7126.97,7919.74,1,-2411.01,0.42,Long,Moderate,Equity,Expert,High,Vacation,Home Renovation,Long-Term Security,No
8249,18437.71,15938.05,1174.35,2,1325.3,0.47,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Wealth Accumulation,No
8250,16360.44,9455.12,6411.23,3,494.09,0.77,Long,High,Mutual Fund,Intermediate,High,Short-Term Savings,Car Purchase,Retirement,Yes
8251,18586.24,11849.66,5598.23,3,1138.35,0.33,Medium,High,Debt,Intermediate,Medium,Vacation,Car Purchase,Retirement,No
8252,19613.11,12001.7,1780.55,2,5830.86,0.07,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Wealth Accumulation,No
8253,2192.06,1191.82,241.38,3,758.86,0.52,Long,Moderate,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Wealth Accumulation,No
8254,13209.34,12368.76,3445.02,4,-2604.44,0.02,Short,Low,Debt,Expert,Low,Short-Term Savings,Home Renovation,Retirement,No
8255,9431.11,7556.32,1702.72,4,172.07,0.34,Long,High,Mutual Fund,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8256,17477.38,18179.7,351.38,1,-1053.71,0.33,Medium,Moderate,Debt,Intermediate,High,Short-Term Savings,Home Renovation,Retirement,Yes
8257,6532.66,3686.25,892.01,3,1954.41,0.2,Short,Low,Debt,Beginner,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
8258,19658.53,11678.67,3196.45,3,4783.42,0.77,Short,Moderate,Debt,Intermediate,Medium,Emergency Fund,Home Renovation,Long-Term Security,No
8259,13046.74,9122.25,3338.25,2,586.24,0.32,Long,High,Real Estate,Intermediate,High,Emergency Fund,Education Fund,Retirement,Yes
8260,16283.67,16248.06,1104.74,4,-1069.13,0.72,Long,Low,Mutual Fund,Beginner,High,Short-Term Savings,Home Renovation,Retirement,Yes
8261,3540.79,2474.1,807.58,5,259.11,0.41,Medium,High,Mutual Fund,Beginner,Medium,Emergency Fund,Car Purchase,Retirement,No
8262,5302.24,4058.72,383.61,1,859.91,0.66,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Home Renovation,Retirement,Yes
8263,15651.27,10893.94,2577.1,4,2180.23,0.36,Short,Moderate,Money Market,Beginner,Low,Vacation,Car Purchase,Retirement,Yes
8264,2395.76,1322.81,109.14,2,963.81,0.79,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Home Renovation,Wealth Accumulation,Yes
8265,16703.8,18551.78,1328.15,1,-3176.12,0.51,Long,High,Equity,Intermediate,High,Vacation,Car Purchase,Retirement,No
8266,2251.08,1928.17,153.66,5,169.25,0.12,Short,Low,Money Market,Beginner,High,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8267,13828.14,13995.34,1966.75,1,-2133.95,0.01,Medium,High,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Long-Term Security,No
8268,8571.69,7953.95,815.18,4,-197.44,0.74,Short,Moderate,Debt,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,No
8269,13006.91,10851.21,2256.74,5,-101.05,0.55,Short,Moderate,Debt,Intermediate,Low,Vacation,Education Fund,Long-Term Security,Yes
8270,14528.57,8111.17,2715.46,2,3701.94,0.09,Long,High,Equity,Expert,High,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
8271,8164.55,7493.24,1604.76,1,-933.44,0.59,Short,Low,Money Market,Beginner,Low,Short-Term Savings,Car Purchase,Retirement,Yes
8272,3943.32,2369.9,1994.89,4,-421.47,0.18,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Retirement,Yes
8273,3253.63,2503.17,401.12,2,349.34,0.65,Medium,High,Debt,Expert,Medium,Vacation,Home Renovation,Long-Term Security,Yes
8274,12600.85,11453.21,888.41,5,259.23,0.49,Short,Low,Debt,Beginner,Low,Emergency Fund,Education Fund,Long-Term Security,No
8275,11371.8,11467.87,1484.37,1,-1580.45,0.1,Medium,High,Debt,Beginner,Medium,Emergency Fund,Education Fund,Long-Term Security,No
8276,15359.62,14519.13,763.52,3,76.97,0.06,Long,Moderate,Equity,Intermediate,High,Vacation,Education Fund,Long-Term Security,Yes
8277,11175.24,10465.58,1884.14,4,-1174.48,0.37,Short,Low,Debt,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8278,9604.02,5732.43,546.97,4,3324.63,0.75,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Home Renovation,Retirement,No
8279,9165.57,6644.89,2699.95,3,-179.27,0.45,Short,High,Money Market,Expert,Low,Emergency Fund,Home Renovation,Wealth Accumulation,No
8280,2476.04,1307.09,854.39,2,314.56,0.61,Long,Moderate,Equity,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,No
8281,8040.03,7780.01,212.78,4,47.24,0.38,Long,Moderate,Equity,Beginner,Low,Short-Term Savings,Home Renovation,Retirement,No
8282,19568.36,21900.54,1026.56,2,-3358.73,0.31,Long,High,Real Estate,Beginner,High,Emergency Fund,Home Renovation,Long-Term Security,No
8283,17724.0,11904.71,4181.6,5,1637.69,0.66,Short,Low,Debt,Beginner,Low,Vacation,Home Renovation,Long-Term Security,No
8284,7928.81,4416.37,1106.9,3,2405.54,0.37,Long,Moderate,Mutual Fund,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,Yes
8285,12580.32,10178.99,1737.73,2,663.6,0.11,Medium,Low,Mutual Fund,Beginner,Medium,Vacation,Car Purchase,Long-Term Security,No
8286,17251.34,18232.15,1215.23,5,-2196.03,0.22,Medium,High,Equity,Expert,Medium,Short-Term Savings,Education Fund,Long-Term Security,Yes
8287,9942.94,8538.83,310.62,1,1093.49,0.45,Medium,Moderate,Debt,Intermediate,Low,Short-Term Savings,Education Fund,Retirement,Yes
8288,2323.24,1232.26,1489.69,4,-398.7,0.32,Short,Moderate,Debt,Beginner,Low,Vacation,Car Purchase,Wealth Accumulation,Yes
8289,3341.19,3786.49,148.38,3,-593.68,0.29,Short,Moderate,Debt,Beginner,Low,Emergency Fund,Home Renovation,Retirement,Yes
8290,11187.07,11619.14,185.11,1,-617.18,0.54,Short,Low,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Long-Term Security,Yes
8291,19449.91,11388.62,9834.24,1,-1772.96,0.51,Medium,High,Mutual Fund,Beginner,Low,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8292,14477.77,15913.51,470.87,1,-1906.61,0.25,Medium,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Retirement,No
8293,3276.49,2598.09,795.95,2,-117.55,0.29,Short,Moderate,Bonds,Intermediate,Low,Emergency Fund,Education Fund,Long-Term Security,Yes
8294,5408.5,4011.66,686.91,4,709.92,0.6,Medium,Moderate,Mutual Fund,Intermediate,Medium,Short-Term Savings,Education Fund,Long-Term Security,No
8295,15883.82,12702.04,4663.39,3,-1481.62,0.74,Medium,Moderate,Equity,Expert,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,Yes
8296,17145.92,17874.13,1952.82,4,-2681.04,0.26,Short,Low,Debt,Intermediate,Medium,Emergency Fund,Car Purchase,Wealth Accumulation,No
8297,13118.5,12182.65,1965.03,4,-1029.18,0.23,Long,High,Mutual Fund,Beginner,High,Vacation,Car Purchase,Wealth Accumulation,No
8298,13599.62,7323.55,2167.36,4,4108.7,0.21,Long,Moderate,Equity,Intermediate,Medium,Vacation,Home Renovation,Wealth Accumulation,No
8299,2510.07,2817.41,49.39,5,-356.73,0.11,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Home Renovation,Retirement,Yes
8300,16913.54,10081.48,3910.86,5,2921.21,0.3,Short,Moderate,Bonds,Beginner,Low,Emergency Fund,Car Purchase,Retirement,Yes
8301,16188.95,15939.95,505.63,5,-256.63,0.41,Short,Low,Debt,Intermediate,Low,Vacation,Home Renovation,Long-Term Security,Yes
8302,6662.63,6086.24,644.56,5,-68.16,0.43,Long,Low,Equity,Beginner,High,Emergency Fund,Home Renovation,Retirement,Yes
8303,14756.18,9176.77,5837.99,4,-258.58,0.55,Short,Low,Debt,Intermediate,Low,Emergency Fund,Car Purchase,Retirement,No
8304,5867.38,3584.83,2871.43,4,-588.87,0.04,Long,High,Real Estate,Expert,High,Short-Term Savings,Car Purchase,Long-Term Security,No
8305,2725.94,2905.07,121.74,3,-300.87,0.45,Short,Moderate,Debt,Expert,Low,Vacation,Home Renovation,Wealth Accumulation,No
8306,5620.46,4343.5,560.86,3,716.1,0.2,Short,Moderate,Debt,Beginner,Low,Vacation,Car Purchase,Long-Term Security,Yes
8307,5215.32,4826.65,1192.13,3,-803.45,0.19,Short,Low,Money Market,Intermediate,Medium,Vacation,Education Fund,Retirement,Yes
8308,8079.46,6686.94,2679.61,3,-1287.08,0.63,Medium,Moderate,Debt,Expert,High,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8309,9532.09,9272.63,888.06,3,-628.59,0.12,Long,High,Real Estate,Intermediate,High,Vacation,Home Renovation,Long-Term Security,No
8310,11153.7,9051.31,116.58,5,1985.81,0.26,Long,Moderate,Equity,Intermediate,High,Vacation,Education Fund,Wealth Accumulation,Yes
8311,10581.57,7267.39,3773.98,4,-459.8,0.51,Medium,Moderate,Mutual Fund,Expert,Low,Vacation,Car Purchase,Long-Term Security,Yes
8312,6872.14,5059.27,2498.95,3,-686.08,0.51,Short,Moderate,Money Market,Beginner,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
8313,2525.07,2672.54,6.44,2,-153.91,0.04,Short,Low,Debt,Beginner,Low,Short-Term Savings,Education Fund,Wealth Accumulation,No
8314,12891.83,10367.9,3036.02,3,-512.09,0.06,Long,High,Real Estate,Intermediate,High,Emergency Fund,Home Renovation,Long-Term Security,Yes
8315,9123.41,5827.5,3012.79,3,283.11,0.52,Short,Moderate,Debt,Intermediate,Low,Vacation,Home Renovation,Long-Term Security,No
8316,7376.1,8168.98,258.41,4,-1051.29,0.76,Long,High,Mutual Fund,Beginner,High,Short-Term Savings,Home Renovation,Long-Term Security,No
8317,17604.94,17918.14,2405.1,5,-2718.29,0.8,Long,High,Equity,Beginner,Medium,Emergency Fund,Education Fund,Long-Term Security,Yes
8318,15441.38,8279.41,4388.94,1,2773.03,0.79,Medium,Moderate,Equity,Beginner,Medium,Short-Term Savings,Car Purchase,Wealth Accumulation,Yes
8319,17439.78,20043.76,598.25,4,-3202.24,0.28,Long,High,Mutual Fund,Intermediate,High,Vacation,Education Fund,Long-Term Security,No
8320,10909.69,10382.78,1400.79,5,-873.88,0.19,Short,Low,Money Market,Beginner,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
8321,4356.76,2632.24,644.98,2,1079.54,0.08,Long,Low,Mutual Fund,Beginner,High,Vacation,Home Renovation,Long-Term Security,Yes
8322,14531.99,9506.23,4810.86,1,214.9,0.26,Medium,High,Mutual Fund,Beginner,Low,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8323,5709.33,5424.37,1051.44,5,-766.48,0.22,Long,Moderate,Equity,Beginner,Medium,Vacation,Education Fund,Wealth Accumulation,No
8324,9942.13,10010.18,1870.27,5,-1938.32,0.46,Medium,High,Mutual Fund,Beginner,High,Vacation,Car Purchase,Wealth Accumulation,No
8325,3170.01,2077.54,656.25,4,436.22,0.3,Short,Low,Debt,Beginner,Medium,Short-Term Savings,Education Fund,Wealth Accumulation,Yes
8326,16855.55,11243.15,579.19,5,5033.21,0.19,Long,Low,Equity,Intermediate,Low,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8327,4266.93,2985.27,2109.37,3,-827.7,0.49,Medium,Moderate,Equity,Intermediate,Medium,Vacation,Education Fund,Long-Term Security,Yes
8328,18255.76,16224.11,3544.97,5,-1513.32,0.26,Long,Moderate,Equity,Beginner,High,Vacation,Home Renovation,Long-Term Security,No
8329,17556.15,10738.76,9775.53,1,-2958.14,0.28,Short,Low,Debt,Beginner,Low,Vacation,Car Purchase,Long-Term Security,No
8330,10362.49,5883.39,680.23,5,3798.87,0.48,Medium,Moderate,Mutual Fund,Expert,High,Emergency Fund,Car Purchase,Long-Term Security,Yes
8331,15398.63,14494.14,1362.74,2,-458.25,0.09,Medium,Moderate,Mutual Fund,Beginner,Medium,Vacation,Education Fund,Long-Term Security,Yes
8332,13150.01,13234.35,340.96,3,-425.3,0.62,Short,Low,Bonds,Expert,Low,Emergency Fund,Car Purchase,Wealth Accumulation,No
8333,16455.36,13585.61,5147.43,1,-2277.68,0.77,Long,Moderate,Real Estate,Beginner,High,Vacation,Education Fund,Wealth Accumulation,No
8334,9772.49,7197.35,3987.63,1,-1412.49,0.39,Long,High,Real Estate,Beginner,High,Short-Term Savings,Home Renovation,Retirement,No
8335,16144.55,12606.11,3392.55,4,145.89,0.45,Short,High,Debt,Beginner,Medium,Short-Term Savings,Education Fund,Retirement,No
8336,10324.22,7768.62,862.2,4,1693.4,0.31,Medium,High,Mutual Fund,Beginner,High,Vacation,Home Renovation,Retirement,Yes
8337,18937.38,21285.43,182.98,3,-2531.03,0.77,Short,Moderate,Bonds,Beginner,Medium,Vacation,Education Fund,Retirement,Yes
8338,10754.7,10746.72,1269.8,1,-1261.82,0.11,Medium,Moderate,Equity,Beginner,High,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
8339,10327.15,6560.39,2953.28,2,813.48,0.65,Long,Moderate,Equity,Expert,High,Emergency Fund,Education Fund,Wealth Accumulation,Yes
8340,16131.29,12094.0,5046.64,5,-1009.34,0.52,Medium,High,Mutual Fund,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
8341,16788.4,14330.71,1774.89,5,682.8,0.63,Medium,High,Mutual Fund,Expert,Medium,Vacation,Home Renovation,Wealth Accumulation,Yes
8342,11980.8,10764.04,1453.72,5,-236.96,0.76,Short,High,Debt,Beginner,Low,Emergency Fund,Car Purchase,Retirement,No
8343,5236.36,4211.71,44.26,4,980.39,0.4,Long,High,Equity,Expert,Low,Emergency Fund,Home Renovation,Wealth Accumulation,Yes
8344,10419.65,10696.63,1102.5,1,-1379.48,0.23,Long,High,Equity,Expert,Medium,Vacation,Education Fund,Long-Term Security,Yes
8345,19425.31,19404.79,1652.62,1,-1632.1,0.62,Medium,High,Mutual Fund,Beginner,High,Vacation,Education Fund,Retirement,No
8346,15553.75,12883.99,5316.71,2,-2646.95,0.68,Long,High,Real Estate,Intermediate,Low,Emergency Fund,Home Renovation,Wealth Accumulation,No
8347,16600.93,17520.27,1540.83,4,-2460.17,0.55,Medium,Moderate,Mutual Fund,Beginner,High,Short-Term Savings,Car Purchase,Long-Term Security,No
8348,2590.86,2560.31,218.77,2,-188.22,0.68,Short,Low,Debt,Beginner,Low,Emergency Fund,Home Renovation,Retirement,No
8349,10421.47,10484.81,532.7,1,-596.04,0.58,Short,Moderate,Bonds,Intermediate,Low,Short-Term Savings,Home Renovation,Retirement,Yes
8350,13639.18,15298.53,967.28,5,-2626.63,0.77,Medium,Moderate,Debt,Intermediate,Medium,Emergency Fund,Education Fund,Retirement,No
8351,16940.59,11404.46,145.15,4,5390.97,0.46,Long,Low,Mutual Fund,Intermediate,High,Short-Term Savings,Home Renovation,Long-Term Security,No
8352,2886.93,1945.71,496.45,4,444.77,0.3,Long,Moderate,Mutual Fund,Beginner,High,Vacation,Car Purchase,Retirement,Yes
8353,17343.9,18693.58,1999.38,4,-3349.06,0.54,Long,High,Real Estate,Beginner,Medium,Emergency Fund,Home Renovation,Wealth Accumulation,No
8354,11871.22,11894.33,1537.72,5,-1560.83,0.06,Medium,Moderate,Mutual Fund,Beginner,High,Vacation,Education Fund,Wealth Accumulation,No
8355,5551.65,6119.33,289.08,4,-856.76,0.4,Medium,Moderate,Equity,Beginner,High,Short-Term Savings,Home Renovation,Retirement,Yes
8356,7710.59,4171.7,1034.16,3,2504.73,0.62,Medium,Moderate,Mutual Fund,Beginner,Low,Vacation,Home Renovation,Wealth Accumulation,No
8357,7074.73,6424.15,1721.36,4,-1070.78,0.14,Long,High,Equity,Beginner,Medium,Vacation,Home Renovation,Retirement,No
8358,11555.46,6864.04,1429.91,5,3261.51,0.32,Long,High,Equity,Intermediate,High,Short-Term Savings,Home Renovation,Wealth Accumulation,Yes
8359,2930.34,2424.96,270.96,4,234.43,0.28,Medium,High,Mutual Fund,Beginner,Medium,Short-Term Savings,Car Purchase,Long-Term Security,Yes
8360,4853.65,2918.19,557.56,3,1377.91,0.27,Short,Low,Money Market,Beginner,Low,Emergency Fund,Home Renovation,Retirement,Yes
8361,16628.47,9698.58,1621.92,3,5307.98,0.52,Medium,Moderate,Debt,Beginner,High,Short-Term Savings,Education Fund,Long-Term Security,No
8362,4386.87,2228.13,2894.36,4,-735.63,0.4,Short,Low,Money Market,Intermediate,Low,Short-Term Savings,Education Fund,Long-Term Security,Yes
